id,name,brand,original_price,discount,price,discount_rate,quantity_sold,rating_average,seller_product_id,seller_avg_rating,is_official,review_count,total_follower
163029309,Áo Sơ Mi Nam Công Sở Trung Niên Thương Hiệu Anton Dài Tay Vải Cotton Kẻ Sọc Đôi Màu Xanh - 327,SOMIANTON,325000,60000,265000,18,8.0,4.8,163029312.0,4.5436,False,4553.0,2040.0
81141012,"Quần Jean Nam cao cấp chất bò siêu co dãnThương Hiệu Chandi, form đứng dáng đẹp mẫu mới siêu hot MR9031",Chandi,299000,156000,143000,52,394.0,4.5,81141014.0,4.5436,False,4553.0,2040.0
81209773,"Quần Bò Nam cao cấp thương hiệu Chandi, chất jean co dãn Hot Trend mã MR9041",Chandi,299000,121000,178000,40,552.0,4.5,81209777.0,4.5436,False,4553.0,2040.0
15784024,Áo Khoác Nam Áo Khoác Dù Dày Nam Trơn  Cao Cấp ShopN6 - AD34,N6,245000,102000,143000,42,2604.0,4.5,15784035.0,4.5436,False,4553.0,2040.0
144171958,Quần đùi ngủ  nam kate cao cấp mặc nhà,OEM,56000,13000,43000,23,207.0,4.6,144172067.0,4.5436,False,4553.0,2040.0
132103767,"Quần lót nam thun lạnh nhật bản, quần sịp đúc không đường may không viền, Hỗ trợ che sản phẩm nếu có nhu cầu",OEM,34000,0,34000,0,122.0,4.3,167696301.0,4.5436,False,4553.0,2040.0
73214429,Áo Khoác Nam Áo Khoác Dù Nam Nữ Hai Lớp Chống Nước Chống Nắng Chống Gió Phối Nón Cao Cấp QD54 - ShopN6 (Nhiều Màu),N6,189000,67000,122000,35,390.0,4.6,73214431.0,4.5436,False,4553.0,2040.0
92393846,Áo sơ mi nam tay ngắn form suông lai bằng caro xanh Khatoco A1MN438T2-CNCR119-2112-N,KHATOCO ,438000,131400,306600,30,36.0,5.0,92393848.0,4.5436,False,4553.0,2040.0
171544701,"Áo Sát Nách Nam 5S (6 màu) Vải Cotton, Mềm Mịn, Thoáng Mát, Dáng Thể Thao Thoải Mái Vận Động",5S,219000,84000,135000,38,522.0,4.8,171544703.0,4.5436,False,4553.0,2040.0
16910398,"Combo 5 Quần Lót Nam vải cotton 2 chiều lưng CITYMEN, màu ngẫu nhiên, đồ lót - LMTK-CTM2C",CITYMEN,100000,41400,58600,41,5131.0,4.5,133932826.0,4.5436,False,4553.0,2040.0
11270133,Quần Jean Nam Đen Dáng Ôm Chất Co Giãn JEAN01,OEM,112000,0,112000,0,416.0,4.5,102525945.0,4.5436,False,4553.0,2040.0
163149118,Áo Sơ Mi Trơn Vải Lụa Tay Ngắn Cho Nam LADOS - 8069,LADOS,199000,70000,129000,35,302.0,4.7,163149201.0,4.5436,False,4553.0,2040.0
207772078,Quần lót nam không đường may Brief Seamless iBasic PANM094,iBasic,159000,75000,84000,47,18.0,5.0,207772086.0,4.5436,False,4553.0,2040.0
188566676,Combo 3 quần lót nam tam giác thun cotton iBasic PANM045,iBasic,237000,37000,200000,16,19.0,4.8,188566680.0,4.5436,False,4553.0,2040.0
15997524,Combo sỉ gồm 5 quần lót đùi nam xuất nhật - quần boxernam,OEM,76000,0,76000,0,195.0,2.7,77957535.0,4.5436,False,4553.0,2040.0
168224742,"[COMBO 3 QUẦN] Quần Lót Nam Boxer Thun Lạnh Lados 4116 - Thun lụa co giãn, dai, thoáng mát, thấm hút mồ hôi tốt",LADOS,180000,85000,95000,47,50.0,4.6,168224750.0,4.5436,False,4553.0,2040.0
199679659,"Quần lót nam Boxer Air Seven co giãn 4 chiều, lưng thun nhỏ, công nghệ thoáng khí - màu Đen",OEM,50000,23000,27000,46,42.0,5.0,199692777.0,4.5436,False,4553.0,2040.0
110309352,"ÁO LÓT TAY NGẮN COTTON CATRIO LÀ ÁO THUN, ÁO PHÔNG, ÁO NGẮN TAY CỦA NAM TỪ 50KG ĐẾN 83KG thuộc đồ mặc đi ngủ, mặc ở nhà, mặc lót bên trong áo sơ mi, vải 100% cotton an toàn",CATRIO,65000,0,65000,0,493.0,4.8,110309366.0,4.5436,False,4553.0,2040.0
214153201,"siêu phẩm áo khoác nam thiết kế phong cách sơ mi cực chất, phom áo ôm vừa phải tôn dáng dầy nam tính và năng động - H30",OEM,477000,176490,300510,37,3.0,4.3,214153268.0,4.5436,False,4553.0,2040.0
150213927,"Quần kaki túi hộp bảo hộ lao động nam nữ SHUNI loại dày cho kỹ sư cơ khí, xây dựng,hóa dầu, sơn",OEM,129000,0,129000,0,97.0,4.5,150213937.0,4.5436,False,4553.0,2040.0
207559226,"Áo Polo nam/ Áo thun nam cổ bẻ - MOUSE GENTLE White - Vải cá sấu lạnh xuất khẩu - Phom chuẩn, sang trọng, chỉn chu",OEM,329000,164000,165000,50,6.0,5.0,207559232.0,4.5436,False,4553.0,2040.0
116126117,"Áo sơ mi nam trắng dài tay công sở cao cấp chất lụa Hamino form slimfit ôm dáng thời trang Hàn Quốc màu trắng đen hàng VNXK, áo sơ mi nam dài tay công sở Hàn quốc cao cấp đen trắng",OEM,85000,0,85000,0,176.0,4.5,74331041.0,4.5436,False,4553.0,2040.0
31593544,Quần Sọt Jean Nam,OEM,90000,0,90000,0,,,,,,,
48564731,Áo sơ mi đũi ngắn tay cổ bẻ cao cấp,OEM,150000,0,150000,0,78.0,3.3,110266063.0,4.5436,False,4553.0,2040.0
30885248,Combo 3 Chiếc Quần Lót Nam Aristino ABF16-15,Aristino,375000,75000,300000,20,623.0,4.8,52162086.0,4.5436,False,4553.0,2040.0
136792823,Áo phông nam ngắn tay cao cấp đẹp cổ tròn chất vải cotton co giãn 4 chiều thoáng mát ZAVAS  Z14,ZAVAS,289000,90000,199000,31,167.0,4.8,136792831.0,4.5436,False,4553.0,2040.0
195882562,"Hộp 5 quần lót nam Boxer cao cấp nhiều lưng vải cotton 4 chiều có phối lưới mịn mát thoáng khí co giãn đàn hồi tốt, nhiều màu, quần xì đồ lót sịp đùi nam - ( Giao màu ngãu nhiên )",CITYMEN,140000,55900,84100,40,40.0,4.7,195882564.0,4.5436,False,4553.0,2040.0
117902589,"ÁO HOODIE NÓN NAM NỮ MÀU ĐEN VẢI NỈ POLY IN SÚNG NƯỚC Unisex hoodie,Áo Khoác Nỉ Hoodie In Datlity, Áo Khoác Nỉ Hoodie Unisex Nam Nữ Cao Cấp",Jinrinteen,100000,0,100000,0,58.0,4.8,117902608.0,4.5436,False,4553.0,2040.0
67734872,"Áo sơ mi nam trắng trơn Julido, chất lụa không bai nhão không xù lông tôn dáng ôm form mẫu TOP",Julido Store,199000,80000,119000,40,303.0,4.2,67734876.0,4.5436,False,4553.0,2040.0
78488223,"Quần Bò Nam cao cấp thương hiệu Chandi,  chất jean co dãn mẫu mới mã HD54",Chandi,299000,161000,138000,54,91.0,4.8,78488231.0,4.5436,False,4553.0,2040.0
76121291,"Áo Khoác Jean Nam phối rách thương hiệu Julido Store, Áo Khoác được yêu thích 2021 mẫu KR01",Julido Store,230000,81000,149000,35,237.0,4.5,76121315.0,4.5436,False,4553.0,2040.0
52189164,Combo 3 quần lót nam sợi cotton Organic mềm mịn thoáng mát co giãn 4 chiều MRM Manlywear (TẶNG Đôi Tất Nam Cao Cấp màu ngẫu nhiên),MRM Manlywear,255000,56000,199000,22,3177.0,4.6,52189172.0,4.5436,False,4553.0,2040.0
139463686,Quần Jean công sở cho nam,OEM,397000,0,397000,0,22.0,4.8,139463708.0,4.5436,False,4553.0,2040.0
148994401,"Quần Lót Nam Tam Giác Thun Lạnh, Quần Sịp Nam Tam Giác Cao Cấp, Chất Thun Lạnh Đẹp, Co Dãn 4 Chiều",OEM,40000,0,40000,0,154.0,4.7,148994445.0,4.5436,False,4553.0,2040.0
68202834,"Combo 2 áo ba lỗ nam, áo sát nách nam,sợi cotton cao cấp mềm mịn, thấm hút mồ hôi, siều thoáng mát, co giãn 4 chiều Mrm Manlywear - MM",MRM Manlywear,310000,61000,249000,20,696.0,4.7,193289499.0,4.5436,False,4553.0,2040.0
136157116,"Áo phông nam, áo thun nam có cổ tay ngắn vải thun cotton 100% mặc thoáng mát - ATN03",OEM,83000,0,83000,0,39.0,4.0,190548072.0,4.5436,False,4553.0,2040.0
169120359,"Combo 5 quần sịp nam, kiểu dáng ôm mông chất thun cotton thấm hút co giãn tốt - FORMEN SHOP - FM5QS005",ARADO FASHION,245000,0,245000,0,173.0,4.5,169120367.0,4.5436,False,4553.0,2040.0
180747197,Đến 100kg - Quần đùi nam quần short thể thao mặc nhà tập gym có bigsize,OEM,49000,0,49000,0,108.0,4.6,180747313.0,4.5436,False,4553.0,2040.0
158720374,"Áo thun trơn nam ZAVAS, cổ tròn ngắn tay chất vải cotton cao cấp, áo phông tiêu chuẩn thoáng mát thấm hút mồ hôi không gây nóng nực, co giãn tốt - ZT01",ZAVAS,155000,6000,149000,4,631.0,4.8,158720378.0,4.5436,False,4553.0,2040.0
176769589,"Quần bơi big size cho nam giới béo mập, có size lớn đến 125kg, dáng sooc đùi dài, chất thun bơi lạnh dày dặn co giãn 4 chiều | BN017",OEM,180000,0,180000,0,16.0,4.5,176769597.0,4.5436,False,4553.0,2040.0
100023913,"Áo Sơ Mi Đũi Nam TSIMPLE, Áo Đũi Nam Ngắn Tay Cổ Tàu, Chất Đũi cao cấp Nhiều màu",Tsimple,300000,131000,169000,44,39.0,4.6,100023939.0,4.5436,False,4553.0,2040.0
82940840,Hộp 3 quần lót 5D nam cao cấp 3A-Quần lót nam boxer kháng khuẩn cao cấp,OEM,79000,0,79000,0,64.0,4.7,105218437.0,4.5436,False,4553.0,2040.0
209645153,Áo thun nam dài tay trơn giữ nhiệt Biluxury co giãn thoải mái 6ATOB001NN ( Màu ngẫu nhiên ),Biluxury,199000,99500,99500,50,63.0,4.6,209645159.0,4.5436,False,4553.0,2040.0
104192913,"Quần Lót Nam sợi thun lạnh thông hơi kháng khuẩn, Quần Sịp Nam co giãn 4 chiều thấm hút mồ hôi cực tốt thương hiệu BAW (combo 3 màu ngẫu nhiên) NT7987",Baw,129000,30000,99000,23,326.0,4.5,104192919.0,4.5436,False,4553.0,2040.0
20573904,Áo Sơ Mi Nam Tay Dài Khatoco A1MD388S1-CNSC009-2102-D,KHATOCO ,388000,0,388000,0,25.0,5.0,20573964.0,4.5436,False,4553.0,2040.0
198584661,Áo Sơ Mi Nam Tay Ngắn Khatoco A1MN388T2-CNCR109-2212-N-CARO XÁM XANH,KHATOCO ,388000,0,388000,0,11.0,5.0,198584667.0,4.5436,False,4553.0,2040.0
102865038,Áo Lót Nam Đông Xuân Xuất Nhật Maxtino Màu Trắng (Cộc Tay / Ba Lỗ),OEM,21000,0,21000,0,94.0,3.7,199118990.0,4.5436,False,4553.0,2040.0
86988226,"Quần Jogger Nam thể thao túi hộp thương hiệu Chandi, chất kaki bo chân xu hướng mới nhất CD5",Chandi,299000,149000,150000,50,183.0,4.3,86988228.0,4.5436,False,4553.0,2040.0
162526851,Áo Sơ Mi Nam Công Sở Trung niên Ngắn tay Họa Tiết Chấm Bi Nhỏ Màu Trắng Vải Cotton thương hiệu Anton 808,SOMIANTON,328000,103000,225000,31,49.0,4.8,162526853.0,4.5436,False,4553.0,2040.0
98690795,ÁO CHỐNG NẮNG NAM THÔNG HƠI,OEM,62000,0,62000,0,580.0,4.6,98690925.0,4.5436,False,4553.0,2040.0
93968595,Quần tây nam không ply ống ôm đen trơn Khatoco Q1M528S0-CNMA004-2007-0,KHATOCO ,528000,329000,199000,62,21.0,5.0,93968602.0,4.5436,False,4553.0,2040.0
30030737,Quần Khaki Nam Không Ply Ống Ôm Khatoco Q2M528S0-VNMA002-1811-0004,KHATOCO ,528000,0,528000,0,223.0,4.8,30030741.0,4.5436,False,4553.0,2040.0
20525977,Áo Sơ Mi Nam Tay Dài Khatoco A1MD598T1-THCR080-2005-D,KHATOCO ,598000,409000,189000,68,68.0,5.0,20526019.0,4.5436,False,4553.0,2040.0
188916034,Quần Đùi Nam Thun Lạnh Cao Cấp FASVIN HL22497.HN Hàng Nhà Máy Chất Lượng Đặc Biệt,Fasvin,338000,159000,179000,47,21.0,5.0,188916137.0,4.5436,False,4553.0,2040.0
16712370,Áo Khoác Kaki Nam Hai Lớp Simple Cao Cấp ShopN6-KK35,N6,245000,76000,169000,31,3877.0,3.9,16712385.0,4.5436,False,4553.0,2040.0
76271955,"Quần Lót Nam tam giác vải cotton co giãn 2 chiều lưng Thái hiệu CITYMEN, màu ngẫu nhiên, đồ lót - LMTK-THAI2C",CITYMEN,20000,11500,8500,58,856.0,4.7,76271957.0,4.5436,False,4553.0,2040.0
30768234,Áo sơ mi nam cổ trụ chui đầu dài tay kẻ sọc trắng đen,OEM,159000,0,159000,0,35.0,4.5,30768243.0,4.5436,False,4553.0,2040.0
19739465,Combo 3 quần lót nam trunk iBasic PANM078,iBasic,357000,156000,201000,44,210.0,5.0,19739469.0,4.5436,False,4553.0,2040.0
186575311,"Quần Lót Nam Boxer Thun Lụa 5S Không Đường May, Thoáng Khí, Kháng Khuẩn, Co Giãn Cực Dễ Chịu (BOX22020)",5S,139000,54000,85000,39,103.0,5.0,186575331.0,4.5436,False,4553.0,2040.0
148600532,"Áo khoác dù nam 2 mặt chống Nước LADOS cao cấp - 22027 , Form đẹp, chống nắng, chống nước tốt",LADOS,379000,150000,229000,40,74.0,4.2,148600589.0,4.5436,False,4553.0,2040.0
72283143,Quần Jean Giấy QĐ-089,OEM,395000,0,395000,0,207.0,4.3,72283155.0,4.5436,False,4553.0,2040.0
162175288,QUẦN KAKI NAM TÚI MỸ DÁNG SUÔNG THOẢI MÁI MÀU ĐEN,OEM,165000,25000,140000,15,39.0,4.7,162175292.0,4.5436,False,4553.0,2040.0
138394281,Quần Jean Nam- Quần Bò Nam Túi Chéo Ống Thụng ROCK STAR,OEM,189000,0,189000,0,21.0,2.7,196057063.0,4.5436,False,4553.0,2040.0
19716301,Quần Tây Nam Đen Chất Đẹp DEN52 - Đen,OEM,125000,0,125000,0,106.0,4.3,19716303.0,4.5436,False,4553.0,2040.0
110873124,"Áo thun nam, áo phông nam có cổ tay ngắn vải thun cotton 100% mặc thoáng mát - ATN44",OEM,89000,10000,79000,11,28.0,5.0,110873130.0,4.5436,False,4553.0,2040.0
249965662,"Quần sịp nam, quần lót nam Lacot chất thun lạnh co giãn 4 chiều cao cấp - hàng loại 1",OEM,60000,25000,35000,42,49.0,5.0,249965720.0,4.5436,False,4553.0,2040.0
52339542,Áo sơ mi nam dài tay màu trắng không túi vải mềm mịn không nhăn,OEM,68000,0,68000,0,299.0,4.5,71087055.0,4.5436,False,4553.0,2040.0
169747104,"Áo polo nam tay ngắn, họa tiết phối bo đẹp mắt, chi tiết thêu cực nét - FORMEN SHOP - FMPS179",ARADO FASHION,250000,95000,155000,38,12.0,4.8,169747112.0,4.5436,False,4553.0,2040.0
112643914,"ÁO KHOÁC DÙ , ÁO KHOÁC DÙ NAM CỰC CHẤT , CÓ MŨ CHE NẮNG SIÊU ĐẸP NGẦU NHẤT 2021 THỜI TRANG 1HITSTORE1",OEM,99000,20000,79000,20,222.0,3.6,112643953.0,4.5436,False,4553.0,2040.0
116105914,Áo Khoác Dù Bomber TSM Túi Có Khóa Kéo Áo Khoác Gió Nam Nữ Couple Rẻ Đẹp Chống Nắng - Bomber Jacket -HIỀN LINH SHOP ÁO KHOÁC,OEM,85900,0,85900,0,110.0,4.7,125340096.0,4.5436,False,4553.0,2040.0
101657805,Áo Khoác Dạ Nam Hàn Quốc Dáng Dài Áo Măng Tô Nam Hàn Quốc Sans01 Sans Shop,OEM,399000,0,399000,0,40.0,4.5,101658675.0,4.5436,False,4553.0,2040.0
107324722,"Quần thể thao nam ngắn Sport vải Thun Poly 2 Da thoáng mát, hút ẩm tốt, độ co giãn cao, bền, thích hợp mặc chơi thể thao tập gym",AK Corner,135000,66000,69000,49,142.0,4.7,107324754.0,4.5436,False,4553.0,2040.0
133821238,"Combo 5 Quần Lót Nam Boxer Cotton Lưng Thái Cao Cấp, Quần Sịp Đùi Nam Co Giãn 4 Chiều CITYMEN - ( Màu Ngẫu Nhiên )",CITYMEN,230000,111000,119000,48,548.0,4.7,133821240.0,4.5436,False,4553.0,2040.0
118900531,Quần nam Quần đũi dài nam ống suông Form Slimfit dáng âu,OEM,94800,0,94800,0,248.0,4.5,118900535.0,4.5436,False,4553.0,2040.0
173998078,Quần Jean nam Leman xanh trơn JD04 - Slim Form,Leman,549000,230000,319000,42,4.0,3.0,173998090.0,4.5436,False,4553.0,2040.0
54749125,"Quần Short, Quần Đùi Nam Thể Thao Chất Đẹp Vải Mát Mùa Hè",OEM,85000,31000,54000,36,177.0,4.3,84568633.0,4.5436,False,4553.0,2040.0
189339344,Quần ngủ nam thun lưới lỗ form ngắn QSHOP QC162,OEM,110000,0,110000,0,6.0,5.0,189339346.0,4.5436,False,4553.0,2040.0
78501183,"Quần Jean Nam cao cấp co dãn 4 chiều Thương Hiệu Chandi, phong cách hàn quốc trẻ trung cá tính HD23",Chandi,299000,144000,155000,48,178.0,4.5,78501187.0,4.5436,False,4553.0,2040.0
160393397,"Áo thun polo nam ngắn tay, chất thun vải mềm mịn, thiết kế phần bo tay và cổ áo phối màu độc lạ - FORMEN SHOP - FMPS176",ARADO FASHION,250000,107000,143000,43,442.0,4.8,160393415.0,4.5436,False,4553.0,2040.0
99508026,Áo Ba Lỗ Tank Top Thể Thao Nam TSIMPLE Ver.02 Nhiều màu,Tsimple,170000,71000,99000,42,59.0,4.5,99508057.0,4.5436,False,4553.0,2040.0
196247445,"Áo thun POLO nam cổ bẻ eXtreme AP101 BASIC CVC vải cá sấu chống nhăn, thoáng mát",EXTREME,151000,11001,139999,7,206.0,4.5,196247449.0,4.5436,False,4553.0,2040.0
207774021,Ninomaxx Áo Polo Nam ngắn tay chất liệu sợi cafe khử mùi chống nắng nhanh khô 2010057,Ninomaxx,469000,93800,375200,20,8.0,5.0,207774033.0,4.5436,False,4553.0,2040.0
134522829,"Quần lót nam ARISTINO dáng boxer, quần sịp đùi nam chất liệu cotton thoáng khí, co giãn 4 chiều thoải mái - ABX03707",Aristino,125000,35500,89500,28,175.0,4.8,134522831.0,4.5436,False,4553.0,2040.0
76698261,Quần jean nam ống suông vải co giãn may kỹ đẹp hàng công ty đưa ra loại quần jean công sở,OEM,99000,0,99000,0,710.0,4.0,96155415.0,4.5436,False,4553.0,2040.0
176251118,"Combo 2 Áo thun nam Cotton Compact Premium trẻ trung thấm hút mồ hôi, co giãn 4 chiều MRM Manlywear",MRM Manlywear,499000,230000,269000,46,358.0,4.8,251275661.0,4.5436,False,4553.0,2040.0
101458436, Quần Bơi Nam Speedo,OEM,65000,0,65000,0,156.0,4.5,158898822.0,4.5436,False,4553.0,2040.0
82528842,Quần jogger thể thao nam trơn chất gió dù mềm mịn,OEM,149000,0,149000,0,331.0,3.8,82528852.0,4.5436,False,4553.0,2040.0
20526108,Áo Sơ Mi Nam Tay Ngắn Khatoco A1MN378S1-CNCR012-2101-N,KHATOCO ,378000,113400,264600,30,28.0,4.8,20526117.0,4.5436,False,4553.0,2040.0
242407550,Áo sơ mi nam tay ngắn form suông lai ngang Khatoco A1MN538T2-CNCR018-2102-N,KHATOCO ,538000,0,538000,0,7.0,5.0,242407554.0,4.5436,False,4553.0,2040.0
20518837,Quần Kaki Nam Khatoco Q2M528S0-CNMA002-2006-0- Nâu Nhạt,KHATOCO ,528000,0,528000,0,49.0,5.0,20518870.0,4.5436,False,4553.0,2040.0
20518837,Quần Kaki Nam Khatoco Q2M528S0-CNMA002-2006-0- Nâu Nhạt,KHATOCO ,528000,0,528000,0,49.0,5.0,20518870.0,4.5436,False,4553.0,2040.0
20518591,Quần Short Nam Khatoco Q3M318R0-VNMA035-2009-020,KHATOCO ,318000,189000,129000,59,135.0,4.8,20518691.0,4.5436,False,4553.0,2040.0
198364769,Quần Short Nam vải mềm Khatoco Q3M378R0-CNMA005-2009-009 - TRẮNG ĐỐM MÀU,KHATOCO ,378000,229000,149000,61,80.0,5.0,198364784.0,4.5436,False,4553.0,2040.0
20525931,Áo Sơ Mi Nam Tay Dài Khatoco A1MD598T1-CNSC011-2004-D,KHATOCO ,598000,0,598000,0,26.0,5.0,20525937.0,4.5436,False,4553.0,2040.0
87473769, QUẦN NGỦ NAM THUN LẠNH MỎNG THOÁNG MÁT QC134,OEM,110000,0,110000,0,191.0,4.5,87475092.0,4.5436,False,4553.0,2040.0
162817668,Sơ Mi Nam Ngắn Tay Công Sở Trung Niên Thương Hiệu Anton Vải Sợi Tre Xanh Dương Họa Tiết In GD561,SOMIANTON,325000,60000,265000,18,46.0,4.7,162817670.0,4.5436,False,4553.0,2040.0
98902559,Quần lót nam đùi ngắn cotton iBasic PANM078,iBasic,119000,52000,67000,44,341.0,5.0,184881008.0,4.5436,False,4553.0,2040.0
216125972,"Áo Polo Nam 5S THE END, Chất Liệu Cao Cấp, Mềm Mịn, Thấm Hút Cực Tốt, Thoáng Mát, Giữ Phom (APC23008)",5S,369000,134000,235000,36,23.0,5.0,216125978.0,4.5436,False,4553.0,2040.0
19739155,Combo 3 quần lót nam brief iBasic PANM077,iBasic,297000,135000,162000,45,515.0,4.7,19739159.0,4.5436,False,4553.0,2040.0
167420405,"Áo Thun Nam AMES Có Cổ Trơn 5S ( 8 màu), Vải Coolmax Co Giãn Nhẹ, Phối Logo Thêu Trẻ Trung, Phom Cơ Bản",5S,399000,184000,215000,46,451.0,4.8,167420461.0,4.5436,False,4553.0,2040.0
202880896,Bộ Đồ Nam Áo Khoác Nỉ In Hình Phi Hành Gia Quần Jogger Thời Trang Zenkonu AO KHOAC NAM 044 + QUAN NAM 1000069,OEM,214200,0,214200,0,4.0,1.5,202882084.0,4.5436,False,4553.0,2040.0
196856850,"Quần jogger nam nữ ống rộng BO GẤU Vài Đài basic track pants unisex, không bai không xù mặc thoáng mát dễ chịu",OEM,149000,0,149000,0,67.0,5.0,196856861.0,4.5436,False,4553.0,2040.0
108336042,Áo Bomber Nam/ Áo Khoác Nỉ dày dặn Face đen form rộng Unisex Nam Nữ Ulzzang,OEM,93000,0,93000,0,28.0,4.5,141260409.0,4.5436,False,4553.0,2040.0
153677777,"keo vải sơmi , quần tây nam",OEM,45000,0,45000,0,4.0,5.0,153677789.0,4.5436,False,4553.0,2040.0
72513159,"Áo khoác dù nam , áo khác dù nữ , áo khoác gió , áo khoác cặp đôi nam nữ mặc vải dù 2 lớp",OEM,90000,0,90000,0,372.0,4.6,72703193.0,4.5436,False,4553.0,2040.0
109956995,QUẦN KAKI NAM MÀU ĐEN TÚI MỸ VIỀN,OEM,165000,25000,140000,15,84.0,4.8,109956999.0,4.5436,False,4553.0,2040.0
121635925,"Áo Khoác Nam Cách Nhiệt Vải Kaki Cao Cấp US ARMY U559, Áo Khoác Kaki Lính Lót Bông Cừu Siêu Ấm Phong Cách Cực Ngầu  -HÀNG CHÍNH HÃNG",US ARMY,1198000,599000,599000,50,40.0,4.8,174217018.0,4.5436,False,4553.0,2040.0
155613887,Combo 5 quần lót cao cấp - nguồn bông nhập khẩu USA - RLETK002,Relax,375000,158000,217000,42,114.0,4.7,155613895.0,4.5436,False,4553.0,2040.0
111670297,Quần Nam Kaki Basic Dáng Baggy Trơn Màu Phong Cách Trẻ Trung Thời Trang Zenkonu QUAN NAM 1000060V1,OEM,78000,0,78000,0,45.0,4.3,127962727.0,4.5436,False,4553.0,2040.0
82528875,"Quần jogger nam túi hộp chất kaki mềm mịn, phong cách đường phố",OEM,149000,0,149000,0,173.0,4.2,82528891.0,4.5436,False,4553.0,2040.0
193504415,Combo 2 Áo thun thể thao nam MRM Active Pro thấm hút mồ hôi tốt co dãn thoải mái vận động,MRM Manlywear,399000,170000,229000,43,110.0,5.0,193504434.0,4.5436,False,4553.0,2040.0
4523565,Combo 8 quần lót nam X-Men MS1037,OEM,119000,0,119000,0,391.0,4.5,4523581.0,4.5436,False,4553.0,2040.0
73456416,Áo Khoác Nam Big Size Áo Khoác Kaki Nam Hai Lớp Big Size Chống Lạnh Chống Nắng Chống Gió Hàn Quốc Cao Cấp WK35 - ShopN6 (Nhiều Màu),N6,260000,92000,168000,35,294.0,4.1,73456418.0,4.5436,False,4553.0,2040.0
54761601,Áo sơ mi nam tay dài trơn Khatoco A1MD360T1- INTR001-2105-D - Trắng,KHATOCO ,360000,54000,306000,15,43.0,4.5,54761609.0,4.5436,False,4553.0,2040.0
150568002,Bộ Quần Áo Thể Thao Nam TSIMPLE tập gym vải thun lạnh thoáng mát co giãn tôn dáng chuẩn form MSSBHP2,Tsimple,215000,56000,159000,26,253.0,4.8,150568012.0,4.5436,False,4553.0,2040.0
158790654,Quần jogger thể thao nam trơn chất vải gió mềm mịn mỏng,OEM,149000,0,149000,0,81.0,3.7,158790662.0,4.5436,False,4553.0,2040.0
102524057,"áO Khoác Dù Bomber Nam Nữ ZZA Unisex 2 lớp đủ Size, Áo khoác dù in logo TMS bao đẹp, Áo khoác bomber dù unisex 2 lớp,Áo khoác dù TMS LOGO JACKET, áo khoác dù gió thể thao unisex ulzzang from rộng phong cách hàn quốc",NIU24,101000,0,101000,0,122.0,4.5,102524059.0,4.5436,False,4553.0,2040.0
164209878,Áo Thể Thao Nam TSIMPLE cổ tròn tay ngắn tập gym vải thun lạnh thoáng mát co giãn chuẩn form MSSAHP008,Tsimple,165000,70000,95000,42,72.0,4.3,164209902.0,4.5436,False,4553.0,2040.0
58962353,"Áo Polo nam cổ bẻ ngắn tay, chất liệu vải cá sấu cotton cao cấp, trẻ trung, năng động – FORMEN SHOP – FMPS131",ARADO FASHION,195000,72000,123000,37,219.0,4.5,58962355.0,4.5436,False,4553.0,2040.0
105275706,Áo Thun Nam Polo Có Cổ Tay Ngắn Trơn Cao Cấp ZERO 5 Màu Hàn Quốc,Zero,300000,111000,189000,37,518.0,4.5,105275729.0,4.5436,False,4553.0,2040.0
49165591,Đồ bơi cho nam quần lửng,OEM,314480,0,314480,0,163.0,4.6,49165599.0,4.5436,False,4553.0,2040.0
97057130,Áo Thun nam Polo Bảo Bảo Store chất thun cotton cá sấu hàng xuất khẩu form Quốc tế có bigsize - Form rộng giảm 2 size,BẢO BẢO STORE,79000,26000,53000,33,363.0,4.6,97057138.0,4.5436,False,4553.0,2040.0
86813448,"Hộp 5 quần boxer, sịp đùi nam không đường may chất liệu thun lạnh mịn mát",OEM,160200,0,160200,0,140.0,4.5,149997378.0,4.5436,False,4553.0,2040.0
172283470,"NEVER GIVE UP, mã G112. Áo thun nam nữ in chữ siêu đẹp, form unisex. Áo phông GOKING hàng hiệu, quà tặng cao cấp cho gia đình, cặp đôi, hội nhóm, doanh nghiệp",GOKING,99000,0,99000,0,233.0,4.8,205819038.0,4.5436,False,4553.0,2040.0
191695052,"Áo Thun Nam Thể Thao 5S (8 Màu), Chất Liệu Coolmax Siêu Mềm Mượt, Chống Nhăn, Bền Màu, Thoáng Khí Siêu Mát (TSO22150)",5S,265000,130000,135000,49,72.0,5.0,191695129.0,4.5436,False,4553.0,2040.0
20525859,Áo sơ mi nam tay dài Khatoco A1MD598T1-THCR076-2005-D,KHATOCO ,598000,0,598000,0,81.0,5.0,20525861.0,4.5436,False,4553.0,2040.0
20534141,Áo Sơ Mi Nam Tay Dài Khatoco A1MD598T1-CNSC010-2004-D,KHATOCO ,598000,0,598000,0,57.0,4.8,20534145.0,4.5436,False,4553.0,2040.0
74595348,Áo sơ mi nam tay dài form tailor caro xanh Khatoco A1MD398T1- CNCR022-2203-D,KHATOCO ,398000,99500,298500,25,14.0,5.0,74595352.0,4.5436,False,4553.0,2040.0
50329317,Áo Sơ Mi Nam Tay Ngắn Vạt Ngang Khatoco A1MN468T2-CNIN034-2110-N,KHATOCO ,468000,140400,327600,30,23.0,5.0,50329323.0,4.5436,False,4553.0,2040.0
